payment_id,order_id,amount,method,gateway_fee,status
PAY-785,785,478.29,PAYPAL,14.17,SETTLED
PAY-788,788,138.16,WIRE,4.31,SETTLED
PAY-789,789,921.58,APPLE_PAY,27.03,SETTLED
PAY-790,790,1123.54,STRIPE,32.88,SETTLED
PAY-792,792,850.07,WIRE,24.95,SETTLED
PAY-793,793,684.47,APPLE_PAY,20.15,SETTLED
PAY-795,795,86.28,CREDIT_CARD,2.8,SETTLED
PAY-797,797,971.61,STRIPE,28.48,SETTLED
PAY-798,798,90.28,STRIPE,2.92,SETTLED
PAY-799,799,1018.85,PAYPAL,29.85,SETTLED
PAY-801,801,181.01,APPLE_PAY,5.55,SETTLED
PAY-804,804,283.42,STRIPE,8.52,SETTLED
PAY-806,806,880.02,WIRE,25.82,SETTLED
PAY-807,807,234.86,WIRE,7.11,SETTLED
PAY-808,808,774.78,STRIPE,22.77,SETTLED
PAY-809,809,899.51,PAYPAL,26.39,SETTLED
PAY-810,810,770.7,PAYPAL,22.65,SETTLED
PAY-812,812,433.57,CREDIT_CARD,12.87,SETTLED
PAY-813,813,475.41,APPLE_PAY,14.09,SETTLED
PAY-818,818,396.09,PAYPAL,11.79,SETTLED
PAY-819,819,1067.76,CREDIT_CARD,31.27,SETTLED
PAY-822,822,528.96,APPLE_PAY,15.64,SETTLED
PAY-823,823,83.2,STRIPE,2.71,SETTLED
PAY-825,825,370.93,APPLE_PAY,11.06,SETTLED
PAY-827,827,445.78,PAYPAL,13.23,SETTLED
PAY-829,829,221.58,APPLE_PAY,6.73,SETTLED
PAY-830,830,383.86,APPLE_PAY,11.43,SETTLED
PAY-831,831,127.54,STRIPE,4.0,SETTLED
PAY-832,832,1064.88,APPLE_PAY,31.18,SETTLED
PAY-833,833,330.69,STRIPE,9.89,SETTLED
PAY-834,834,685.81,CREDIT_CARD,20.19,SETTLED
PAY-835,835,808.41,WIRE,23.74,SETTLED
PAY-836,836,673.25,WIRE,19.82,SETTLED
PAY-838,838,581.99,CREDIT_CARD,17.18,SETTLED
PAY-841,841,1140.12,STRIPE,33.36,SETTLED
PAY-842,842,973.98,APPLE_PAY,28.55,SETTLED
PAY-843,843,1186.17,STRIPE,34.7,SETTLED
PAY-846,846,633.23,WIRE,18.66,SETTLED
PAY-854,854,749.53,APPLE_PAY,22.04,SETTLED
PAY-855,855,834.81,APPLE_PAY,24.51,SETTLED
PAY-856,856,1078.5,PAYPAL,31.58,SETTLED
PAY-857,857,350.81,CREDIT_CARD,10.47,SETTLED
PAY-858,858,178.57,PAYPAL,5.48,SETTLED
PAY-859,859,879.98,CREDIT_CARD,25.82,SETTLED
PAY-860,860,541.23,APPLE_PAY,16.0,SETTLED
PAY-862,862,97.43,STRIPE,3.13,SETTLED
PAY-864,864,1052.71,CREDIT_CARD,30.83,SETTLED
PAY-865,865,59.02,STRIPE,2.01,SETTLED
PAY-866,866,454.66,APPLE_PAY,13.49,SETTLED
PAY-867,867,823.79,APPLE_PAY,24.19,SETTLED
PAY-870,870,903.77,CREDIT_CARD,26.51,SETTLED
PAY-872,872,1031.39,STRIPE,30.21,SETTLED
PAY-873,873,788.87,CREDIT_CARD,23.18,SETTLED
PAY-875,875,284.05,PAYPAL,8.54,SETTLED
PAY-876,876,520.09,PAYPAL,15.38,SETTLED
PAY-879,879,28.67,WIRE,1.13,SETTLED
PAY-881,881,416.81,PAYPAL,12.39,SETTLED
PAY-882,882,328.15,STRIPE,9.82,SETTLED
PAY-885,885,871.11,PAYPAL,25.56,SETTLED
PAY-888,888,829.86,PAYPAL,24.37,SETTLED
PAY-891,891,894.28,STRIPE,26.23,SETTLED
PAY-892,892,792.23,STRIPE,23.27,SETTLED
PAY-893,893,516.16,PAYPAL,15.27,SETTLED
PAY-895,895,1042.34,WIRE,30.53,SETTLED
PAY-896,896,577.22,CREDIT_CARD,17.04,SETTLED
PAY-898,898,182.09,APPLE_PAY,5.58,SETTLED
PAY-900,900,1037.62,CREDIT_CARD,30.39,SETTLED
PAY-902,902,25.56,STRIPE,1.04,SETTLED
PAY-904,904,172.7,APPLE_PAY,5.31,SETTLED
PAY-906,906,64.52,PAYPAL,2.17,SETTLED
PAY-907,907,1072.57,CREDIT_CARD,31.4,SETTLED
PAY-908,908,759.49,PAYPAL,22.33,SETTLED
PAY-909,909,172.14,WIRE,5.29,SETTLED
PAY-910,910,217.08,PAYPAL,6.6,SETTLED
PAY-912,912,531.72,APPLE_PAY,15.72,SETTLED
PAY-913,913,905.14,APPLE_PAY,26.55,SETTLED
PAY-914,914,289.53,CREDIT_CARD,8.7,SETTLED
PAY-916,916,462.73,WIRE,13.72,SETTLED
PAY-918,918,791.21,CREDIT_CARD,23.25,SETTLED
PAY-920,920,579.79,CREDIT_CARD,17.11,SETTLED
PAY-921,921,516.63,WIRE,15.28,SETTLED
PAY-922,922,754.9,CREDIT_CARD,22.19,SETTLED
PAY-924,924,946.02,WIRE,27.73,SETTLED
PAY-925,925,937.99,PAYPAL,27.5,SETTLED
PAY-928,928,23.23,WIRE,0.97,SETTLED
PAY-931,931,558.97,APPLE_PAY,16.51,SETTLED
PAY-932,932,137.77,CREDIT_CARD,4.3,SETTLED
PAY-933,933,445.05,CREDIT_CARD,13.21,SETTLED
PAY-934,934,1024.47,STRIPE,30.01,SETTLED
PAY-935,935,407.82,PAYPAL,12.13,SETTLED
PAY-936,936,459.69,CREDIT_CARD,13.63,SETTLED
PAY-940,940,841.48,STRIPE,24.7,SETTLED
PAY-941,941,510.91,WIRE,15.12,SETTLED
PAY-943,943,741.4,APPLE_PAY,21.8,SETTLED
PAY-944,944,1067.36,CREDIT_CARD,31.25,SETTLED
PAY-945,945,792.87,WIRE,23.29,SETTLED
PAY-947,947,632.54,APPLE_PAY,18.64,SETTLED
PAY-948,948,588.68,WIRE,17.37,SETTLED
PAY-952,952,618.18,APPLE_PAY,18.23,SETTLED
PAY-956,956,141.12,WIRE,4.39,SETTLED
PAY-960,960,993.87,APPLE_PAY,29.12,SETTLED
PAY-961,961,680.98,APPLE_PAY,20.05,SETTLED
PAY-962,962,864.78,STRIPE,25.38,SETTLED
PAY-963,963,422.8,WIRE,12.56,SETTLED
PAY-964,964,848.47,APPLE_PAY,24.91,SETTLED
PAY-965,965,989.77,PAYPAL,29.0,SETTLED
PAY-968,968,147.16,WIRE,4.57,SETTLED
PAY-969,969,931.13,WIRE,27.3,SETTLED
PAY-973,973,836.34,STRIPE,24.55,SETTLED
PAY-974,974,477.14,PAYPAL,14.14,SETTLED
PAY-976,976,342.84,APPLE_PAY,10.24,SETTLED
PAY-977,977,183.05,WIRE,5.61,SETTLED
PAY-978,978,1014.83,PAYPAL,29.73,SETTLED
PAY-981,981,1177.98,WIRE,34.46,SETTLED
PAY-982,982,858.22,APPLE_PAY,25.19,SETTLED
PAY-985,985,636.82,STRIPE,18.77,SETTLED
PAY-986,986,810.9,STRIPE,23.82,SETTLED
PAY-987,987,826.4,CREDIT_CARD,24.27,SETTLED
PAY-988,988,260.72,PAYPAL,7.86,SETTLED
PAY-990,990,896.05,STRIPE,26.29,SETTLED
PAY-992,992,1113.25,PAYPAL,32.58,SETTLED
PAY-995,995,1095.55,WIRE,32.07,SETTLED
PAY-997,997,367.13,CREDIT_CARD,10.95,SETTLED
PAY-998,998,1155.72,APPLE_PAY,33.82,SETTLED
PAY-999,999,525.64,STRIPE,15.54,SETTLED
PAY-1000,1000,709.1,PAYPAL,20.86,SETTLED
