id,customer_id,amount,status,region
555,CUST-308,478.33,PAID,EU-CENTRAL
556,CUST-194,1108.23,PAID,EU-CENTRAL
557,CUST-789,80.81,PAID,AP-SOUTH
558,CUST-292,66.67,PENDING,US-EAST
559,CUST-322,874.68,PENDING,LATAM-NORTH
560,CUST-410,266.49,REFUNDED,EU-CENTRAL
561,CUST-859,269.93,PAID,US-WEST
562,CUST-820,1099.04,REFUNDED,LATAM-NORTH
563,CUST-665,488.03,PAID,US-WEST
564,CUST-764,469.18,PAID,LATAM-NORTH
565,CUST-609,328.64,PAID,LATAM-NORTH
566,CUST-879,967.32,PAID,AP-SOUTH
567,CUST-146,457.43,PAID,AP-SOUTH
568,CUST-367,894.68,PAID,US-EAST
569,CUST-402,703.39,PENDING,AP-SOUTH
570,CUST-488,251.51,PAID,US-WEST
571,CUST-363,609.18,PAID,EU-CENTRAL
572,CUST-273,563.78,REFUNDED,EU-CENTRAL
573,CUST-288,869.97,PAID,AP-SOUTH
574,CUST-937,638.25,PAID,US-EAST
575,CUST-169,506.62,PAID,US-WEST
576,CUST-482,278.09,PAID,AP-SOUTH
577,CUST-594,772.52,PENDING,LATAM-NORTH
578,CUST-664,38.56,REFUNDED,LATAM-NORTH
579,CUST-839,33.98,REFUNDED,LATAM-NORTH
580,CUST-117,652.17,PAID,EU-CENTRAL
581,CUST-209,971.28,REFUNDED,US-WEST
582,CUST-296,638.77,PAID,US-WEST
583,CUST-373,317.85,PENDING,EU-CENTRAL
584,CUST-570,113.24,REFUNDED,AP-SOUTH
585,CUST-407,306.99,PENDING,US-WEST
586,CUST-195,791.41,PAID,US-EAST
587,CUST-157,465.06,REFUNDED,AP-SOUTH
588,CUST-611,849.36,PAID,US-EAST
589,CUST-640,687.71,PAID,US-EAST
590,CUST-586,269.47,PAID,LATAM-NORTH
591,CUST-656,1110.51,PAID,EU-CENTRAL
592,CUST-116,231.64,PAID,EU-CENTRAL
593,CUST-178,190.15,PENDING,AP-SOUTH
594,CUST-680,211.69,PAID,US-WEST
595,CUST-909,411.44,PENDING,US-WEST
596,CUST-154,610.94,PAID,EU-CENTRAL
597,CUST-448,293.93,REFUNDED,US-EAST
598,CUST-506,927.43,PENDING,LATAM-NORTH
599,CUST-902,54.96,PAID,EU-CENTRAL
600,CUST-484,289.2,REFUNDED,LATAM-NORTH
601,CUST-776,239.17,REFUNDED,LATAM-NORTH
602,CUST-402,121.12,REFUNDED,LATAM-NORTH
603,CUST-374,861.47,PAID,US-EAST
604,CUST-857,859.78,REFUNDED,US-WEST
605,CUST-193,393.68,REFUNDED,US-EAST
606,CUST-468,1132.69,PAID,AP-SOUTH
607,CUST-541,176.36,PAID,US-WEST
608,CUST-205,674.59,PENDING,AP-SOUTH
609,CUST-195,125.75,PAID,LATAM-NORTH
610,CUST-112,945.64,PENDING,AP-SOUTH
611,CUST-842,508.3,PAID,US-EAST
612,CUST-801,694.91,PAID,US-WEST
613,CUST-374,183.83,PAID,EU-CENTRAL
614,CUST-382,94.66,PAID,AP-SOUTH
615,CUST-469,591.39,PAID,US-EAST
616,CUST-708,870.66,PAID,AP-SOUTH
617,CUST-411,560.28,PAID,US-WEST
618,CUST-489,412.02,REFUNDED,LATAM-NORTH
619,CUST-935,539.46,PAID,AP-SOUTH
620,CUST-811,374.51,PAID,LATAM-NORTH
621,CUST-426,390.74,REFUNDED,AP-SOUTH
622,CUST-689,887.15,PAID,AP-SOUTH
623,CUST-473,463.75,PAID,AP-SOUTH
624,CUST-284,255.76,PENDING,LATAM-NORTH
625,CUST-825,51.76,PENDING,AP-SOUTH
626,CUST-951,537.38,PAID,EU-CENTRAL
627,CUST-748,814.11,REFUNDED,US-WEST
628,CUST-832,305.58,PAID,US-WEST
629,CUST-590,107.28,REFUNDED,LATAM-NORTH
630,CUST-990,492.95,PENDING,LATAM-NORTH
631,CUST-818,661.5,REFUNDED,EU-CENTRAL
632,CUST-211,720.71,PENDING,US-EAST
633,CUST-270,795.97,PAID,EU-CENTRAL
634,CUST-870,684.6,PAID,AP-SOUTH
635,CUST-364,145.01,REFUNDED,US-EAST
636,CUST-671,622.6,PAID,LATAM-NORTH
637,CUST-500,280.82,PENDING,EU-CENTRAL
638,CUST-807,931.36,REFUNDED,LATAM-NORTH
639,CUST-594,197.88,PENDING,US-EAST
640,CUST-218,368.61,PAID,US-EAST
641,CUST-903,388.03,PAID,AP-SOUTH
642,CUST-199,589.85,PENDING,AP-SOUTH
643,CUST-426,871.95,REFUNDED,AP-SOUTH
644,CUST-123,374.31,PAID,US-EAST
645,CUST-858,819.02,PAID,US-WEST
646,CUST-438,225.85,PENDING,US-WEST
647,CUST-337,523.12,PENDING,AP-SOUTH
648,CUST-755,763.12,REFUNDED,US-WEST
649,CUST-302,486.79,REFUNDED,LATAM-NORTH
650,CUST-104,718.8,REFUNDED,AP-SOUTH
651,CUST-691,262.83,PAID,US-EAST
652,CUST-301,240.61,PENDING,EU-CENTRAL
653,CUST-640,154.47,REFUNDED,AP-SOUTH
654,CUST-501,724.43,PAID,LATAM-NORTH
655,CUST-732,430.55,PAID,AP-SOUTH
656,CUST-186,1104.05,PAID,LATAM-NORTH
657,CUST-219,159.08,PAID,EU-CENTRAL
658,CUST-497,838.26,PAID,LATAM-NORTH
659,CUST-533,182.68,PENDING,AP-SOUTH
660,CUST-810,594.27,PAID,LATAM-NORTH
661,CUST-243,216.9,PENDING,EU-CENTRAL
662,CUST-734,391.2,PAID,AP-SOUTH
663,CUST-239,1143.17,PAID,AP-SOUTH
664,CUST-768,1157.32,REFUNDED,LATAM-NORTH
665,CUST-525,502.78,REFUNDED,AP-SOUTH
666,CUST-678,596.67,REFUNDED,US-EAST
667,CUST-399,959.14,PAID,US-WEST
668,CUST-272,285.32,PAID,EU-CENTRAL
669,CUST-662,896.17,PENDING,AP-SOUTH
670,CUST-374,153.59,PENDING,US-EAST
671,CUST-655,991.47,PENDING,EU-CENTRAL
672,CUST-659,916.8,PAID,AP-SOUTH
673,CUST-404,140.85,REFUNDED,US-WEST
674,CUST-982,550.68,PAID,EU-CENTRAL
675,CUST-894,1041.04,REFUNDED,US-EAST
676,CUST-805,267.66,PAID,LATAM-NORTH
677,CUST-730,766.67,PENDING,US-WEST
678,CUST-924,946.12,PAID,US-WEST
679,CUST-711,433.96,PENDING,EU-CENTRAL
680,CUST-396,218.69,PENDING,EU-CENTRAL
681,CUST-795,335.46,PENDING,LATAM-NORTH
682,CUST-160,179.99,PAID,AP-SOUTH
683,CUST-355,847.68,PAID,US-WEST
684,CUST-601,997.61,PAID,AP-SOUTH
685,CUST-484,766.23,PENDING,AP-SOUTH
686,CUST-512,109.11,REFUNDED,US-EAST
687,CUST-565,904.77,PENDING,EU-CENTRAL
688,CUST-989,406.2,REFUNDED,US-EAST
689,CUST-750,882.5,PAID,AP-SOUTH
690,CUST-323,958.9,PAID,AP-SOUTH
691,CUST-948,603.76,PAID,EU-CENTRAL
692,CUST-679,665.83,PAID,US-WEST
693,CUST-147,1075.1,PAID,US-EAST
694,CUST-551,39.21,REFUNDED,US-WEST
695,CUST-307,20.8,REFUNDED,AP-SOUTH
696,CUST-262,1060.93,PAID,EU-CENTRAL
697,CUST-184,792.41,PAID,EU-CENTRAL
698,CUST-843,81.11,PAID,EU-CENTRAL
699,CUST-101,793.47,REFUNDED,US-EAST
700,CUST-707,582.63,PAID,US-WEST
701,CUST-108,822.38,PENDING,US-EAST
702,CUST-810,984.19,PAID,AP-SOUTH
703,CUST-191,103.58,REFUNDED,AP-SOUTH
704,CUST-406,141.78,PAID,EU-CENTRAL
705,CUST-756,932.68,REFUNDED,US-WEST
706,CUST-108,100.73,PAID,LATAM-NORTH
707,CUST-743,539.32,PAID,US-WEST
708,CUST-980,746.97,REFUNDED,AP-SOUTH
709,CUST-243,122.29,PAID,US-EAST
710,CUST-539,881.41,PENDING,EU-CENTRAL
711,CUST-383,953.47,PAID,US-WEST
712,CUST-838,673.01,PAID,LATAM-NORTH
713,CUST-968,939.18,PAID,US-EAST
714,CUST-293,630.94,PAID,LATAM-NORTH
715,CUST-606,782.48,PAID,US-WEST
716,CUST-172,304.48,PAID,LATAM-NORTH
717,CUST-235,1184.52,PAID,EU-CENTRAL
718,CUST-799,516.62,PENDING,LATAM-NORTH
719,CUST-117,920.02,PAID,US-EAST
720,CUST-140,36.28,PAID,US-WEST
721,CUST-885,617.8,REFUNDED,LATAM-NORTH
722,CUST-184,519.82,REFUNDED,AP-SOUTH
723,CUST-384,654.43,PENDING,US-WEST
724,CUST-308,385.69,PAID,LATAM-NORTH
725,CUST-749,405.57,PENDING,LATAM-NORTH
726,CUST-847,386.0,PAID,AP-SOUTH
727,CUST-218,308.49,PAID,AP-SOUTH
728,CUST-782,738.42,PENDING,EU-CENTRAL
729,CUST-818,160.94,PAID,US-WEST
730,CUST-635,605.77,PAID,EU-CENTRAL
731,CUST-867,217.02,PAID,US-WEST
732,CUST-443,930.29,PAID,US-EAST
733,CUST-829,638.15,PAID,EU-CENTRAL
734,CUST-468,605.45,PAID,LATAM-NORTH
735,CUST-476,1034.04,REFUNDED,US-WEST
736,CUST-687,321.04,PAID,US-EAST
737,CUST-145,894.12,PAID,US-EAST
738,CUST-492,74.26,PAID,EU-CENTRAL
739,CUST-666,1118.77,PAID,US-EAST
740,CUST-837,399.73,PAID,AP-SOUTH
741,CUST-481,994.68,PAID,LATAM-NORTH
742,CUST-283,814.52,PENDING,US-EAST
743,CUST-510,969.12,PAID,US-EAST
744,CUST-435,1041.92,REFUNDED,EU-CENTRAL
745,CUST-477,672.65,PAID,US-EAST
746,CUST-857,685.29,PAID,EU-CENTRAL
747,CUST-605,567.43,PAID,LATAM-NORTH
748,CUST-254,917.37,PENDING,US-WEST
749,CUST-338,1120.23,PAID,US-EAST
750,CUST-443,770.41,PAID,US-EAST
751,CUST-206,1021.83,REFUNDED,EU-CENTRAL
752,CUST-529,645.18,PAID,US-WEST
753,CUST-828,1167.62,PAID,US-WEST
754,CUST-965,71.8,PAID,US-WEST
755,CUST-569,847.0,REFUNDED,EU-CENTRAL
756,CUST-236,705.31,PAID,LATAM-NORTH
757,CUST-545,718.44,PAID,US-EAST
758,CUST-920,364.18,PAID,EU-CENTRAL
759,CUST-339,395.31,PAID,EU-CENTRAL
760,CUST-211,180.61,PAID,LATAM-NORTH
761,CUST-421,213.96,PAID,AP-SOUTH
762,CUST-562,652.39,PAID,US-WEST
763,CUST-192,332.71,REFUNDED,US-EAST
764,CUST-946,972.96,PAID,EU-CENTRAL
765,CUST-251,273.72,PAID,EU-CENTRAL
766,CUST-625,1162.71,PAID,AP-SOUTH
767,CUST-131,327.0,PAID,US-WEST
768,CUST-355,676.03,REFUNDED,LATAM-NORTH
769,CUST-224,565.21,PAID,US-WEST
770,CUST-233,999.84,PAID,US-WEST
771,CUST-696,459.24,REFUNDED,US-EAST
772,CUST-122,325.41,PENDING,US-EAST
773,CUST-928,253.35,PAID,AP-SOUTH
774,CUST-225,1087.99,PAID,EU-CENTRAL
775,CUST-543,79.75,REFUNDED,LATAM-NORTH
776,CUST-799,605.43,REFUNDED,AP-SOUTH
777,CUST-291,223.91,REFUNDED,US-WEST
778,CUST-135,350.23,PAID,US-WEST
779,CUST-610,748.03,PENDING,EU-CENTRAL
780,CUST-162,1061.68,REFUNDED,AP-SOUTH
781,CUST-529,350.14,PAID,US-WEST
782,CUST-913,313.99,PENDING,LATAM-NORTH
783,CUST-591,1187.5,PAID,EU-CENTRAL
784,CUST-614,425.96,REFUNDED,LATAM-NORTH
785,CUST-126,478.29,PAID,US-WEST
786,CUST-159,278.44,PENDING,EU-CENTRAL
787,CUST-338,644.73,REFUNDED,LATAM-NORTH
788,CUST-372,138.16,PAID,US-WEST
789,CUST-689,921.58,PAID,US-WEST
790,CUST-280,1123.54,PAID,US-WEST
791,CUST-705,395.25,PENDING,EU-CENTRAL
792,CUST-681,850.07,PAID,EU-CENTRAL
793,CUST-956,684.47,PAID,US-WEST
794,CUST-138,384.68,PENDING,AP-SOUTH
795,CUST-324,86.28,PAID,LATAM-NORTH
796,CUST-728,584.03,PENDING,EU-CENTRAL
797,CUST-834,971.61,PAID,EU-CENTRAL
798,CUST-700,90.28,PAID,US-WEST
799,CUST-174,1018.85,PAID,EU-CENTRAL
800,CUST-409,711.5,REFUNDED,EU-CENTRAL
801,CUST-849,181.01,PAID,US-WEST
802,CUST-824,786.03,REFUNDED,US-WEST
803,CUST-905,838.4,PENDING,LATAM-NORTH
804,CUST-934,283.42,PAID,LATAM-NORTH
805,CUST-230,382.05,REFUNDED,EU-CENTRAL
806,CUST-500,880.02,PAID,LATAM-NORTH
807,CUST-928,234.86,PAID,EU-CENTRAL
808,CUST-608,774.78,PAID,US-EAST
809,CUST-455,899.51,PAID,US-WEST
810,CUST-941,770.7,PAID,US-EAST
811,CUST-355,33.45,REFUNDED,US-WEST
812,CUST-837,433.57,PAID,US-EAST
813,CUST-270,475.41,PAID,AP-SOUTH
814,CUST-659,1060.49,REFUNDED,EU-CENTRAL
815,CUST-907,139.69,REFUNDED,AP-SOUTH
816,CUST-266,788.14,PENDING,US-WEST
817,CUST-401,106.98,REFUNDED,US-EAST
818,CUST-175,396.09,PAID,US-EAST
819,CUST-849,1067.76,PAID,US-WEST
820,CUST-446,1131.36,PENDING,US-EAST
821,CUST-821,1182.63,PENDING,AP-SOUTH
822,CUST-721,528.96,PAID,US-WEST
823,CUST-310,83.2,PAID,EU-CENTRAL
824,CUST-371,842.69,REFUNDED,LATAM-NORTH
825,CUST-150,370.93,PAID,US-EAST
826,CUST-257,668.6,PENDING,AP-SOUTH
827,CUST-189,445.78,PAID,AP-SOUTH
828,CUST-126,586.79,PENDING,US-EAST
829,CUST-183,221.58,PAID,EU-CENTRAL
830,CUST-582,383.86,PAID,AP-SOUTH
831,CUST-496,127.54,PAID,LATAM-NORTH
832,CUST-291,1064.88,PAID,EU-CENTRAL
833,CUST-369,330.69,PAID,AP-SOUTH
834,CUST-870,685.81,PAID,US-WEST
835,CUST-523,808.41,PAID,LATAM-NORTH
836,CUST-938,673.25,PAID,AP-SOUTH
837,CUST-686,1159.44,REFUNDED,AP-SOUTH
838,CUST-504,581.99,PAID,US-EAST
839,CUST-919,694.04,PENDING,LATAM-NORTH
840,CUST-250,819.49,PENDING,LATAM-NORTH
841,CUST-277,1140.12,PAID,AP-SOUTH
842,CUST-143,973.98,PAID,US-WEST
843,CUST-306,1186.17,PAID,AP-SOUTH
844,CUST-189,324.31,PENDING,US-EAST
845,CUST-433,676.51,REFUNDED,LATAM-NORTH
846,CUST-905,633.23,PAID,US-EAST
847,CUST-215,636.62,PENDING,AP-SOUTH
848,CUST-702,196.58,REFUNDED,LATAM-NORTH
849,CUST-208,914.89,PENDING,US-EAST
850,CUST-988,939.86,PENDING,EU-CENTRAL
851,CUST-370,1058.56,PENDING,AP-SOUTH
852,CUST-723,792.65,REFUNDED,LATAM-NORTH
853,CUST-512,64.21,REFUNDED,EU-CENTRAL
854,CUST-139,749.53,PAID,AP-SOUTH
855,CUST-863,834.81,PAID,US-EAST
856,CUST-445,1078.5,PAID,US-EAST
857,CUST-978,350.81,PAID,AP-SOUTH
858,CUST-892,178.57,PAID,AP-SOUTH
859,CUST-761,879.98,PAID,LATAM-NORTH
860,CUST-858,541.23,PAID,AP-SOUTH
861,CUST-627,1043.28,PENDING,US-EAST
862,CUST-513,97.43,PAID,LATAM-NORTH
863,CUST-277,1057.61,PENDING,US-EAST
864,CUST-957,1052.71,PAID,US-WEST
865,CUST-469,59.02,PAID,US-EAST
866,CUST-617,454.66,PAID,AP-SOUTH
867,CUST-481,823.79,PAID,US-WEST
868,CUST-700,546.4,PENDING,AP-SOUTH
869,CUST-957,432.72,PENDING,US-WEST
870,CUST-391,903.77,PAID,US-EAST
871,CUST-898,78.59,REFUNDED,LATAM-NORTH
872,CUST-793,1031.39,PAID,US-WEST
873,CUST-120,788.87,PAID,LATAM-NORTH
874,CUST-715,1095.59,REFUNDED,US-WEST
875,CUST-924,284.05,PAID,LATAM-NORTH
876,CUST-972,520.09,PAID,AP-SOUTH
877,CUST-409,317.36,REFUNDED,AP-SOUTH
878,CUST-698,992.69,PENDING,AP-SOUTH
879,CUST-674,28.67,PAID,EU-CENTRAL
880,CUST-593,353.56,PENDING,US-EAST
881,CUST-755,416.81,PAID,EU-CENTRAL
882,CUST-292,328.15,PAID,EU-CENTRAL
883,CUST-924,923.26,PENDING,US-EAST
884,CUST-797,496.84,PENDING,EU-CENTRAL
885,CUST-402,871.11,PAID,AP-SOUTH
886,CUST-697,497.43,REFUNDED,US-EAST
887,CUST-843,982.9,PENDING,EU-CENTRAL
888,CUST-787,829.86,PAID,AP-SOUTH
889,CUST-960,374.23,PENDING,US-WEST
890,CUST-582,233.74,PENDING,US-EAST
891,CUST-881,894.28,PAID,LATAM-NORTH
892,CUST-463,792.23,PAID,US-WEST
893,CUST-480,516.16,PAID,EU-CENTRAL
894,CUST-581,366.98,PENDING,US-EAST
895,CUST-694,1042.34,PAID,LATAM-NORTH
896,CUST-612,577.22,PAID,US-WEST
897,CUST-155,645.21,REFUNDED,AP-SOUTH
898,CUST-450,182.09,PAID,US-WEST
899,CUST-246,1073.56,PENDING,AP-SOUTH
900,CUST-897,1037.62,PAID,US-WEST
901,CUST-420,412.5,REFUNDED,US-WEST
902,CUST-314,25.56,PAID,EU-CENTRAL
903,CUST-904,922.09,PENDING,AP-SOUTH
904,CUST-748,172.7,PAID,AP-SOUTH
905,CUST-492,526.25,REFUNDED,AP-SOUTH
906,CUST-848,64.52,PAID,US-WEST
907,CUST-295,1072.57,PAID,LATAM-NORTH
908,CUST-331,759.49,PAID,US-WEST
909,CUST-615,172.14,PAID,AP-SOUTH
910,CUST-405,217.08,PAID,US-EAST
911,CUST-636,878.84,REFUNDED,LATAM-NORTH
912,CUST-450,531.72,PAID,US-WEST
913,CUST-931,905.14,PAID,US-WEST
914,CUST-316,289.53,PAID,US-WEST
915,CUST-475,615.47,PENDING,US-EAST
916,CUST-889,462.73,PAID,EU-CENTRAL
917,CUST-777,77.33,PENDING,US-EAST
918,CUST-149,791.21,PAID,US-EAST
919,CUST-660,544.29,REFUNDED,US-EAST
920,CUST-310,579.79,PAID,US-WEST
921,CUST-778,516.63,PAID,US-EAST
922,CUST-528,754.9,PAID,US-WEST
923,CUST-389,868.14,PENDING,US-EAST
924,CUST-303,946.02,PAID,AP-SOUTH
925,CUST-306,937.99,PAID,LATAM-NORTH
926,CUST-661,368.51,REFUNDED,US-EAST
927,CUST-438,1094.22,REFUNDED,AP-SOUTH
928,CUST-213,23.23,PAID,US-EAST
929,CUST-898,195.99,REFUNDED,US-EAST
930,CUST-362,108.56,PENDING,US-EAST
931,CUST-370,558.97,PAID,EU-CENTRAL
932,CUST-995,137.77,PAID,US-WEST
933,CUST-536,445.05,PAID,EU-CENTRAL
934,CUST-109,1024.47,PAID,US-EAST
935,CUST-736,407.82,PAID,AP-SOUTH
936,CUST-287,459.69,PAID,EU-CENTRAL
937,CUST-378,492.3,REFUNDED,AP-SOUTH
938,CUST-919,834.08,REFUNDED,AP-SOUTH
939,CUST-215,785.64,REFUNDED,US-WEST
940,CUST-964,841.48,PAID,US-EAST
941,CUST-594,510.91,PAID,LATAM-NORTH
942,CUST-897,233.89,REFUNDED,AP-SOUTH
943,CUST-594,741.4,PAID,US-WEST
944,CUST-147,1067.36,PAID,AP-SOUTH
945,CUST-821,792.87,PAID,US-EAST
946,CUST-785,874.05,PENDING,US-WEST
947,CUST-197,632.54,PAID,LATAM-NORTH
948,CUST-252,588.68,PAID,AP-SOUTH
949,CUST-617,84.39,PENDING,US-WEST
950,CUST-176,1025.21,REFUNDED,US-WEST
951,CUST-384,398.35,REFUNDED,EU-CENTRAL
952,CUST-758,618.18,PAID,LATAM-NORTH
953,CUST-570,984.18,REFUNDED,US-EAST
954,CUST-190,965.49,REFUNDED,AP-SOUTH
955,CUST-609,547.54,REFUNDED,US-EAST
956,CUST-136,141.12,PAID,AP-SOUTH
957,CUST-910,20.2,PENDING,US-EAST
958,CUST-620,1156.54,PENDING,EU-CENTRAL
959,CUST-449,264.08,PENDING,AP-SOUTH
960,CUST-964,993.87,PAID,US-WEST
961,CUST-714,680.98,PAID,LATAM-NORTH
962,CUST-199,864.78,PAID,US-EAST
963,CUST-660,422.8,PAID,EU-CENTRAL
964,CUST-268,848.47,PAID,US-EAST
965,CUST-209,989.77,PAID,AP-SOUTH
966,CUST-972,251.19,PENDING,US-EAST
967,CUST-833,274.4,REFUNDED,US-WEST
968,CUST-147,147.16,PAID,AP-SOUTH
969,CUST-568,931.13,PAID,AP-SOUTH
970,CUST-104,178.87,PENDING,AP-SOUTH
971,CUST-543,888.73,PENDING,LATAM-NORTH
972,CUST-899,589.86,PENDING,LATAM-NORTH
973,CUST-848,836.34,PAID,US-WEST
974,CUST-720,477.14,PAID,LATAM-NORTH
975,CUST-723,1060.04,PENDING,AP-SOUTH
976,CUST-401,342.84,PAID,EU-CENTRAL
977,CUST-816,183.05,PAID,LATAM-NORTH
978,CUST-981,1014.83,PAID,LATAM-NORTH
979,CUST-314,766.45,PENDING,US-WEST
980,CUST-788,862.97,PENDING,EU-CENTRAL
981,CUST-615,1177.98,PAID,US-WEST
982,CUST-675,858.22,PAID,EU-CENTRAL
983,CUST-790,693.35,PENDING,AP-SOUTH
984,CUST-927,357.4,PENDING,AP-SOUTH
985,CUST-490,636.82,PAID,US-EAST
986,CUST-373,810.9,PAID,US-WEST
987,CUST-959,826.4,PAID,US-WEST
988,CUST-133,260.72,PAID,LATAM-NORTH
989,CUST-985,140.93,REFUNDED,LATAM-NORTH
990,CUST-498,896.05,PAID,LATAM-NORTH
991,CUST-809,945.48,PENDING,EU-CENTRAL
992,CUST-526,1113.25,PAID,AP-SOUTH
993,CUST-307,83.49,PENDING,EU-CENTRAL
994,CUST-949,1045.24,PENDING,AP-SOUTH
995,CUST-873,1095.55,PAID,EU-CENTRAL
996,CUST-894,891.37,PENDING,US-WEST
997,CUST-799,367.13,PAID,US-WEST
998,CUST-222,1155.72,PAID,LATAM-NORTH
999,CUST-370,525.64,PAID,LATAM-NORTH
1000,CUST-105,709.1,PAID,EU-CENTRAL
